Blueberry,"Blueberry B40L, 40"" Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Classic Maroon)","₹4,495",7 days Replacement,"Saturday, 4 March",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDM5NDg2NzEyODkyNDA5OjE2Nzc2NDkwNDg6c3BfYXRmX25leHQ6MjAwNzgzMzY4ODUxOTg6OjA6Og&url=%2FBlueberry-Acoustic-Inbuilt-Strings-Classic%2Fdp%2FB09VLF8B8G%2Fref%3Dsr_1_97_sspa%3Fcrid%3D1A8I8M1DKXAI7%26keywords%3Dguitar%26qid%3D1677649048%26sprefix%3Dguitar%252Caps%252C224%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
FESTRA,"Festra R-40-Natural Acoustic Guitar Kit with Bag, Strap, One Pack Strings And 2 Picks","₹4,495",7 days Replacement,"Saturday, 4 March",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDM5NDg2NzEyODkyNDA5OjE2Nzc2NDkwNDg6c3BfYXRmX25leHQ6MjAwNzgzMzY4ODU5OTg6OjA6Og&url=%2FFestra-R-40-Natural-Acoustic-Guitar-Strings%2Fdp%2FB09VL5DX17%2Fref%3Dsr_1_98_sspa%3Fcrid%3D1A8I8M1DKXAI7%26keywords%3Dguitar%26qid%3D1677649048%26sprefix%3Dguitar%252Caps%252C224%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Guitar Bro,"GUITAR BRO - COMBO (Blue Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)","₹8,999",-,March 7 - 10,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDM5NDg2NzEyODkyNDA5OjE2Nzc2NDkwNDg6c3BfYXRmX25leHQ6MjAwMzE2ODgyMjYzMDE6OjA6Og&url=%2FGUITAR-BRO-Acoustic-Beginner-Accessories%2Fdp%2FB07TC7TWCR%2Fref%3Dsr_1_99_sspa%3Fcrid%3D1A8I8M1DKXAI7%26keywords%3Dguitar%26qid%3D1677649048%26sprefix%3Dguitar%252Caps%252C224%26sr%3D8-99-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
-,"Blueberry 38C, 38"" Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks (Sunburst)","₹2,395",-,-,-,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDM5NDg2NzEyODkyNDA5OjE2Nzc2NDkwNDg6c3BfYXRmX25leHQ6MjAwNzgzMzY4ODg0OTg6OjA6Og&url=%2FBlueberry-38C-Acoustic-Strings-Sunburst%2Fdp%2FB08KLMQN88%2Fref%3Dsr_1_100_sspa%3Fcrid%3D1A8I8M1DKXAI7%26keywords%3Dguitar%26qid%3D1677649048%26sprefix%3Dguitar%252Caps%252C224%26sr%3D8-100-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Intern,"INTERN Cutaway Design Acoustic Guitar Pack -Humidity Proof, Bend resistant, Durable Action, Natural tone & resonance. Sunburst Carbon Fibre/Fiber Guitar with carry bag, Strap, Strings set, Picks.…","₹2,399",7 days Replacement,"Friday, 3 March",In stock,https://www.amazon.in/Acoustic-Humidity-resistant-resonance-Sunburst/dp/B09RQYYQBB/ref=sr_1_101?crid=1A8I8M1DKXAI7&keywords=guitar&qid=1677649048&sprefix=guitar%2Caps%2C224&sr=8-101
-,"Yamaha F310, 6-Strings Acoustic Guitar, Natural","₹9,357",-,-,-,https://www.amazon.in/Yamaha-F310-Acoustic-Guitar-Natural/dp/B08Z3C1GRM/ref=sr_1_102?crid=1A8I8M1DKXAI7&keywords=guitar&qid=1677649048&sprefix=guitar%2Caps%2C224&sr=8-102
-,BigPlayer Wholesale pink electric acoustic bass guitar 6 string baby kid electric guitar,"₹11,992",-,-,-,https://www.amazon.in/BigPlayer-Wholesale-electric-acoustic-guitar/dp/B08XQSY247/ref=sr_1_103?crid=1A8I8M1DKXAI7&keywords=guitar&qid=1677649048&sprefix=guitar%2Caps%2C224&sr=8-103
JUAREZ,"Juârez JRZ38C/WH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, White with Bag, Strings, Picks and Strap","₹3,321",7 days Replacement,"Saturday, 4 March",In stock,https://www.amazon.in/Ju%C3%A2rez-JRZ38C-WH-Strings-Acoustic/dp/B072MFK4L6/ref=sr_1_104?crid=1A8I8M1DKXAI7&keywords=guitar&qid=1677649048&sprefix=guitar%2Caps%2C224&sr=8-104
Fender,"Fender Squier 310005532 25.5 Inches Lindenwood Bullet Fat Stratocaster Right Handed Electric Guitar (Own Sunburst, Brown, 6 Strings)","₹13,665",7 days Replacement,"Friday, 3 March",Only 2 left in stock,https://www.amazon.in/Fender-310005532-Stratocaster-Electric-6-Strings/dp/B003AQ1PZU/ref=sr_1_105?crid=1A8I8M1DKXAI7&keywords=guitar&qid=1677649048&sprefix=guitar%2Caps%2C224&sr=8-105
-,Cort AD810E Dreadnought Electro Acoustic Guitar,"₹12,700",-,-,-,https://www.amazon.in/Cort-AD810E-Dreadnought-Electro-Acoustic/dp/B00V9RNUD2/ref=sr_1_106?crid=1A8I8M1DKXAI7&keywords=guitar&qid=1677649048&sprefix=guitar%2Caps%2C224&sr=8-106
